Lat,Long,AccidentCount
12.994157,80.185831,4
12.954626,80.142264,4
13.008224,80.233534,4
13.009315,80.21251,4
12.908466,80.098193,4
13.014553,80.259198,4
13.042376,80.247433,4
12.99638,80.189798,4
12.687113,79.983063,4
13.041006,80.268134,4
12.970275,80.150444,4
13.020685,80.225223,4
13.071527,80.259128,4
13.026754,80.233189,4
13.054123,80.261229,4
13.018803,80.224385,4
13.077018,80.208071,4
12.859487,80.071736,4
12.993858,80.112792,4
13.009922,80.214035,4
12.961308,80.145992,4
13.018504,80.224505,4
12.978958,80.161272,4
12.931117,80.122232,4
13.006991,80.203461,4
13.017504,80.260434,4
12.993057,80.113837,4
12.960399,80.145307,4
12.964374,80.14754,4
12.975898,80.156779,4
12.982368,80.168332,4
13.085182,80.288271,4
13.011127,80.223868,4
13.077075,80.210602,4
13.169839,80.239495,4
12.931475,80.122808,4
12.947613,80.184574,4
13.056418,80.256653,4
13.007393,80.205487,4
13.006842,80.250909,4
12.907472,80.097314,4
13.000984,80.195527,4
12.906518,80.096614,4
13.056159,80.256145,4
13.027252,80.23413,4
13.054188,80.260496,4
12.932014,80.123102,4
12.930141,80.121187,3
13.00713,80.258301,3
13.066576,80.268338,3
12.543042,79.904912,3
12.95317,80.141492,3
12.977324,80.223323,3
13.002962,80.200716,3
13.040018,80.267878,3
13.006817,80.249262,3
13.014105,80.22627,3
12.87566,80.08283,3
12.906942,80.096887,3
12.93012,80.121233,3
13.019171,80.22436,3
12.875633,80.082884,3
12.875655,80.082853,3
12.646733,79.940202,3
12.915711,80.104012,3
12.984213,80.171242,3
12.983193,80.169639,3
13.054475,80.253894,3
13.00332,80.200822,3
12.812661,80.031511,3
12.960176,80.145069,3
12.875462,80.078864,3
12.938519,80.182398,3
13.003741,80.200896,3
12.687179,79.983059,3
13.003804,80.200898,3
12.687115,79.983044,3
12.938251,80.128879,3
12.92261,80.14959,3
12.908524,80.097762,3
12.550463,79.906396,3
13.019687,80.224604,3
12.686688,79.983125,3
12.988612,80.177886,3
12.756688,80.002042,3
12.745222,79.993917,3
12.930333,80.121665,3
12.688578,79.960259,3
13.066118,80.247882,3
12.908782,80.098056,3
12.984979,80.172488,3
13.066083,80.26784,3
13.006814,80.251701,3
13.066758,80.254233,3
12.87562,80.082888,3
12.988309,80.177186,3
12.917259,80.107689,3
12.913381,80.101639,3
12.938697,80.129412,3
12.648184,79.940815,3
12.875517,80.083736,3
12.992177,80.114811,3
12.927357,80.118502,3
13.065509,80.273797,3
13.006788,80.203364,3
12.970207,80.150476,3
12.692939,79.979533,3
12.765265,80.00484,3
13.066792,80.254196,3
12.760414,80.003479,3
13.067795,80.248148,3
12.942236,80.132924,3
12.909049,80.098858,3
12.942172,80.132672,3
13.011606,80.219075,3
12.951323,80.140135,3
12.929319,80.120411,3
13.067671,80.247931,3
13.024412,80.228564,3
13.024357,80.228552,3
12.904877,80.095338,3
12.697705,79.971432,3
13.067585,80.249678,3
13.067575,80.249719,3
12.917764,80.108304,3
13.024545,80.228762,3
12.951264,80.140234,3
13.013332,80.222463,3
12.759974,80.003318,3
13.068148,80.252558,3
12.951155,80.140008,3
12.701091,79.969,3
12.921022,80.112333,3
12.739769,79.989512,3
12.942479,80.132937,3
13.00694,80.257943,3
12.699975,79.968773,3
13.053735,80.265908,3
12.951196,80.139966,3
12.876161,80.083183,3
12.951204,80.140018,3
12.951208,80.140193,3
13.024587,80.228834,3
13.067539,80.250574,3
12.697315,79.972203,3
13.066827,80.254071,3
13.067483,80.270682,3
12.929776,80.120782,3
13.018952,80.103553,3
12.971658,80.151231,3
13.038198,80.246816,3
13.007054,80.238959,3
13.023839,80.264262,3
12.629708,79.931121,3
12.773204,80.00881,3
12.694756,79.97828,3
12.922396,80.139489,3
12.644413,79.939067,3
13.038911,80.246775,3
13.038964,80.246909,3
13.002841,80.200617,3
12.971426,80.151106,3
13.053539,80.263958,3
13.006878,80.251355,3
12.981052,80.165866,3
12.857741,80.070418,3
13.024167,80.228306,3
12.634514,79.932967,3
12.972147,80.15159,3
12.856345,80.069369,3
12.835349,80.050841,3
13.036681,80.267572,3
13.067317,80.251369,3
12.633237,79.932455,3
12.98313,80.128249,3
13.067299,80.251493,3
12.532444,79.900818,3
13.053959,80.253033,3
13.067221,80.273019,3
13.037406,80.267574,3
13.067002,80.268616,3
13.042819,80.24757,3
13.017601,80.095025,3
13.049955,80.26409,3
12.845144,80.060879,3
13.056582,80.097428,3
13.006671,80.244934,3
12.983551,80.170327,3
13.015279,80.225785,3
12.870488,80.076635,3
13.056637,80.273925,3
13.049057,80.249619,3
12.916831,80.106779,3
12.656428,79.949791,3
13.015368,80.22588,3
12.99091,80.180574,3
13.015412,80.225403,3
13.007864,80.207916,3
12.89697,80.089089,3
12.955956,80.14297,3
12.955946,80.142952,3
13.007632,80.204362,3
12.871387,80.076993,3
12.667342,79.971926,3
12.931368,80.122502,3
12.935669,80.126641,3
13.047975,80.265972,3
13.056432,80.256436,3
13.007958,80.234738,3
12.955885,80.212977,3
12.749945,79.997732,3
12.935582,80.126503,3
12.935549,80.126698,3
13.056546,80.097259,3
13.006687,80.24572,3
13.062132,80.26281,3
13.062082,80.262747,3
12.99081,80.180581,3
12.979733,80.227179,3
12.65613,79.953702,3
12.869361,80.076182,3
12.916682,80.106364,3
12.925155,80.11623,3
12.598522,79.919676,3
12.965182,80.147948,3
12.599915,79.920006,3
12.916579,80.106408,3
12.866648,80.075327,3
13.052793,80.251658,3
13.006636,80.251421,3
12.994085,80.185716,3
13.015891,80.225324,3
12.866371,80.075052,3
12.891555,80.085328,3
13.016252,80.259607,3
12.932406,80.123661,3
13.006516,80.251955,3
13.007798,80.206822,3
12.990246,80.17994,3
12.850766,80.065145,3
12.993982,80.18527,3
12.93407,80.125108,3
12.934066,80.125175,3
12.869113,80.076056,3
12.658209,79.942232,3
13.050361,80.249869,3
12.933973,80.125027,3
12.891206,80.085128,3
12.847742,80.063028,3
12.956649,80.143284,3
12.933811,80.124815,3
12.59531,79.919451,3
13.006647,80.252135,3
12.965357,80.148042,3
12.93572,80.126531,3
12.763597,80.004186,3
12.922708,80.15024,3
12.978978,80.226526,3
12.993626,80.184733,3
12.861328,80.072978,3
12.93687,80.127689,3
12.954875,80.142552,3
13.063816,80.250776,3
13.044058,80.267068,3
12.926725,80.11779,3
12.922875,80.129258,3
12.989089,80.178572,3
13.006738,80.240867,3
13.063793,80.250768,3
13.063791,80.250802,3
13.044452,80.247856,3
13.063785,80.250798,3
12.762931,80.004107,3
12.936959,80.127908,3
12.954752,80.142335,3
12.681088,79.958371,3
13.004448,80.201236,3
13.010338,80.215857,3
12.96334,80.215956,3
12.92273,80.149535,3
12.926927,80.118128,3
12.937633,80.12854,3
12.98443,80.171658,3
12.803412,80.025596,3
12.922831,80.130347,3
12.95456,80.142224,3
12.840613,80.056401,3
12.762548,80.003803,3
12.651872,79.942013,3
12.99594,80.188996,3
12.968522,80.149714,3
13.055821,80.257635,3
12.93662,80.127437,3
12.923229,80.11439,3
13.00756,80.258626,3
12.92615,80.117342,3
12.872822,80.077507,3
12.936165,80.127044,3
12.955412,80.15431,3
13.008022,80.208317,3
12.655836,79.95346,3
12.925921,80.182572,3
12.979702,80.162696,3
12.936014,80.127174,3
13.056353,80.116111,3
13.006695,80.243545,3
12.656018,79.953496,3
12.575325,79.916969,3
12.93592,80.12681,3
12.920921,80.16773,3
13.045654,80.248149,3
12.995767,80.188994,3
12.672776,79.9587,3
12.967858,80.149305,3
13.063773,80.250792,3
13.055936,80.255984,3
13.005006,80.201531,3
13.063749,80.250823,3
12.989213,80.178333,3
13.053232,80.270792,3
13.007571,80.203483,3
13.010385,80.215955,3
12.995806,80.188903,3
12.922997,80.126221,3
13.010736,80.216872,3
12.862653,80.1269,3
12.963785,80.147112,3
12.93116,80.122364,3
13.007223,80.238333,3
13.041584,80.247299,3
13.01177,80.219473,3
12.911555,80.101312,3
12.729431,79.98269,3
12.910088,80.10009,3
13.0018,80.199807,3
12.97553,80.220644,3
12.943222,80.134009,3
13.030601,80.238815,3
13.012261,80.22092,3
12.981664,80.167262,3
13.009645,80.213534,3
12.728533,79.982655,3
12.95066,80.139523,3
12.919732,80.110611,3
12.949969,80.139058,3
13.012769,80.221751,3
13.026944,80.233594,3
12.510488,79.885025,3
13.001926,80.196542,3
12.909181,80.098682,3
12.950691,80.139581,3
12.881101,80.080585,3
12.944848,80.135237,3
12.974749,80.155198,3
13.000116,80.194268,3
12.909772,80.10016,3
12.878609,80.081398,3
12.734727,79.985256,3
12.998899,80.192683,3
12.98613,80.174122,3
13.030118,80.23797,3
13.025932,80.231026,3
13.001769,80.198707,3
13.099301,80.293927,3
12.943065,80.133612,3
13.072693,80.262592,3
13.071156,80.265045,3
13.094368,80.292217,3
12.950729,80.139792,3
12.998823,80.19283,3
13.000896,80.195154,3
12.998356,80.192035,3
13.009646,80.213571,3
12.715425,79.980435,3
12.94711,80.13704,3
13.001836,80.198397,3
12.920152,80.111325,3
13.080579,80.265064,3
13.0012,80.195517,3
13.031006,80.111183,3
12.883838,80.082194,3
12.798124,80.022267,3
13.075132,80.286664,3
13.069418,80.256759,3
12.976067,80.221228,3
12.950213,80.139274,3
12.950221,80.139401,3
12.709826,79.977738,3
12.825238,80.040323,3
12.787503,80.01541,3
12.724495,79.981725,3
12.724188,79.981721,3
12.998619,80.192387,3
12.943733,80.134254,3
12.974214,80.154555,3
12.999351,80.19337,3
12.999786,80.194057,3
12.910685,80.100853,3
12.950001,80.139293,3
12.999293,80.193225,3
12.882888,80.081239,3
12.706591,79.977415,3
13.032061,80.242119,3
12.903745,80.094446,3
13.027074,80.2338,3
12.950095,80.139198,3
13.030863,80.239523,3
12.999838,80.193964,3
12.999805,80.193776,3
13.010143,80.214835,3
13.026181,80.232156,3
12.950101,80.13922,3
13.068959,80.256407,3
12.998423,80.192077,3
13.029986,80.237921,3
12.985856,80.173965,3
12.881579,80.081317,3
12.731095,79.983065,3
13.026286,80.232326,3
13.026296,80.232222,3
13.009589,80.21334,3
12.998188,80.101227,3
12.878748,80.08142,3
12.998116,80.191718,3
12.94556,80.135865,3
12.987168,80.175592,3
13.068254,80.26998,3
13.026365,80.232409,3
13.000558,80.19497,3
12.904211,80.09485,3
12.9485,80.195135,3
12.909143,80.098646,3
12.878911,80.080963,3
12.911215,80.101231,3
13.008988,80.211646,3
12.975259,80.155883,3
13.068212,80.27017,3
13.072452,80.263179,3
12.949297,80.184838,3
12.904205,80.094838,3
13.009475,80.212905,3
12.827009,80.042078,3
13.029494,80.237202,3
13.169853,80.239518,3
12.981954,80.167589,3
12.948449,80.199359,3
12.975228,80.155947,2
13.052463,80.251129,2
13.00777,80.235608,2
12.916599,80.106432,2
13.007664,80.205877,2
12.723749,79.981623,2
12.91657,80.106304,2
12.657324,79.946719,2
12.924699,80.115797,2
13.052991,80.251918,2
12.657308,79.947697,2
12.924592,80.11564,2
13.028091,80.235475,2
12.985567,80.173556,2
13.052521,80.251256,2
12.990434,80.180216,2
13.007748,80.206422,2
12.964895,80.147979,2
13.007741,80.206284,2
12.975724,80.156592,2
12.97846,80.225131,2
12.984478,80.171899,2
12.664939,79.969022,2
13.026054,80.231689,2
12.750588,79.998215,2
13.020898,80.262834,2
12.849103,80.064011,2
13.021808,80.22603,2
12.849175,80.0641,2
13.028227,80.235774,2
13.052152,80.250779,2
12.657473,79.958132,2
12.966199,80.148502,2
12.849183,80.064076,2
13.021846,80.226027,2
13.007778,80.207448,2
12.849316,80.06417,2
12.850645,80.06538,2
12.849228,80.064084,2
13.010624,80.225112,2
12.989594,80.179117,2
12.897728,80.089631,2
13.052994,80.272596,2
12.903771,80.09451,2
12.984494,80.171829,2
12.990352,80.180119,2
12.663697,79.968255,2
13.021818,80.226054,2
12.6572,79.956772,2
12.656882,79.949364,2
12.9164,80.106071,2
12.734136,79.98485,2
13.052898,80.273683,2
12.919168,80.109893,2
13.027907,80.235251,2
12.978545,80.160974,2
13.020432,80.224987,2
12.754154,80.000596,2
13.027901,80.235397,2
13.007688,80.206846,2
13.007674,80.205511,2
12.975142,80.135318,2
12.975191,80.22072,2
12.814644,80.033043,2
12.656946,79.948895,2
12.895961,80.088505,2
12.964758,80.197896,2
13.026013,80.231586,2
13.052942,80.273016,2
12.656908,79.949195,2
12.656894,79.955905,2
12.754471,80.000805,2
12.724146,79.982066,2
13.027899,80.235347,2
12.657151,79.948366,2
12.753765,80.000584,2
13.021842,80.226162,2
12.72396,79.981768,2
13.028005,80.235513,2
12.919162,80.109865,2
13.052851,80.273305,2
12.925129,80.116323,2
12.904434,80.095052,2
12.990621,80.180224,2
12.734226,79.985063,2
13.007732,80.258789,2
12.924385,80.10036,2
12.975823,80.132654,2
12.918488,80.109251,2
13.009726,80.21361,2
12.72412,79.982157,2
12.664669,79.960219,2
12.65719,79.94808,2
12.664692,79.960213,2
12.896107,80.070747,2
12.925054,80.116223,2
13.052958,80.273674,2
12.924826,80.116002,2
12.657155,79.956658,2
13.051972,80.250567,2
12.84651,80.062075,2
12.848906,80.064111,2
12.896855,80.08894,2
12.923782,80.114799,2
13.028802,80.236473,2
12.989902,80.179254,2
13.021299,80.225694,2
12.658376,79.942765,2
13.050153,80.249816,2
12.660199,79.964918,2
12.89693,80.089041,2
12.90366,80.094067,2
12.826451,80.041281,2
12.658308,79.944253,2
12.752335,79.999606,2
13.049045,80.087668,2
12.6576,79.945784,2
13.010571,80.227742,2
12.658249,79.942442,2
12.660449,79.960777,2
12.660604,79.960994,2
12.660636,79.96099,2
12.975424,80.156245,2
12.916874,80.106834,2
12.903561,80.09434,2
13.009594,80.227402,2
12.658244,79.942301,2
12.975463,80.156268,2
12.989948,80.179388,2
13.050004,80.249803,2
12.751195,79.998629,2
13.049893,80.249754,2
12.659942,79.964321,2
12.978092,80.160323,2
12.965775,80.148304,2
12.986139,80.174193,2
13.02909,80.236613,2
13.021569,80.270718,2
12.965851,80.189398,2
13.021483,80.263059,2
12.923649,80.117387,2
13.007865,80.207323,2
13.02906,80.236641,2
12.965738,80.148397,2
12.989731,80.179337,2
12.965876,80.148516,2
12.658861,79.961508,2
13.010545,80.225333,2
12.965935,80.148496,2
12.896955,80.089199,2
13.010567,80.227734,2
13.049591,80.264066,2
13.049622,80.088471,2
12.847124,80.062524,2
12.923742,80.114841,2
12.965679,80.148424,2
12.986114,80.174177,2
12.659875,79.964166,2
13.021726,80.226108,2
12.845935,80.061642,2
12.923481,80.154868,2
13.05116,80.250154,2
13.021074,80.225554,2
12.662672,79.960934,2
13.007821,80.206897,2
12.916741,80.106528,2
12.990092,80.179615,2
12.905617,80.095542,2
13.048602,80.249572,2
12.662781,79.967752,2
12.848079,80.06353,2
13.05153,80.250305,2
13.010623,80.216483,2
13.051669,80.250389,2
12.825875,80.040812,2
12.657708,79.945398,2
12.99015,80.179639,2
12.966133,80.148608,2
13.007911,80.208459,2
13.007801,80.235644,2
13.009668,80.2136,2
13.051809,80.250482,2
12.659422,79.963062,2
12.848692,80.063671,2
13.028343,80.235907,2
12.825826,80.040727,2
12.990261,80.179997,2
13.048643,80.265356,2
13.048648,80.086395,2
12.815758,80.033637,2
12.845698,80.061713,2
12.658101,79.942026,2
13.009638,80.21341,2
12.661364,79.966856,2
12.966049,80.148535,2
12.923955,80.114993,2
13.010572,80.216359,2
12.923474,80.114673,2
12.98999,80.179468,2
13.050667,80.264142,2
12.919306,80.110083,2
12.924002,80.115172,2
12.724173,79.982094,2
12.65794,79.944369,2
13.050872,80.249972,2
13.028558,80.23597,2
13.048895,80.264993,2
12.750915,79.998689,2
12.657916,79.945656,2
12.657907,79.943618,2
12.657905,79.958873,2
12.990052,80.179468,2
12.966102,80.148442,2
12.965452,80.205319,2
13.048773,80.085651,2
12.977949,80.159875,2
12.65666,79.949129,2
12.975902,80.156844,2
12.990706,80.180368,2
12.646735,79.940348,2
12.854708,80.068078,2
12.647417,79.940405,2
12.729766,79.982713,2
13.007242,80.23828,2
12.854849,80.068446,2
13.007232,80.258862,2
13.053409,80.252352,2
12.927649,80.11874,2
13.019307,80.224498,2
12.927672,80.11877,2
12.823688,80.039409,2
12.915926,80.104955,2
13.007216,80.258839,2
12.91886,80.076115,2
12.904268,80.094872,2
12.927526,80.118621,2
12.985748,80.173626,2
12.730171,79.982745,2
12.99226,80.182365,2
12.927749,80.118917,2
12.90628,80.096374,2
12.646425,79.940057,2
12.855025,80.068596,2
12.915874,80.104853,2
12.730199,79.98298,2
12.962658,80.14643,2
12.645642,79.93978,2
12.855281,80.068522,2
12.85533,80.068731,2
12.984204,80.171221,2
12.915938,80.104885,2
12.963,80.215785,2
12.645126,79.939306,2
12.979071,80.226517,2
12.991699,80.181618,2
12.979056,80.16156,2
12.651096,79.940355,2
13.053336,80.270298,2
12.853713,80.067367,2
12.963286,80.21595,2
12.812865,80.031686,2
12.72918,79.982657,2
12.729304,79.982698,2
12.65076,79.941688,2
12.98425,80.171517,2
13.053349,80.270222,2
12.927206,80.118291,2
12.894873,80.087482,2
12.98581,80.120137,2
12.927465,80.118592,2
12.904122,80.094401,2
12.853999,80.067574,2
12.979127,80.161566,2
12.649203,79.941124,2
12.894821,80.087478,2
13.026653,80.233288,2
12.915962,80.105071,2
13.007304,80.20519,2
12.963108,80.215908,2
12.757332,80.002306,2
13.053376,80.270655,2
12.992137,80.182118,2
13.026606,80.232993,2
13.009881,80.214001,2
12.85538,80.068851,2
12.894461,80.070785,2
13.007456,80.237029,2
12.979228,80.161717,2
12.641497,79.93717,2
12.928402,80.119464,2
13.007027,80.204589,2
13.053567,80.267547,2
12.759259,80.003159,2
13.02643,80.232807,2
12.91872,80.175546,2
13.009924,80.22656,2
13.007023,80.203496,2
12.640447,79.936718,2
12.976341,80.157653,2
12.961874,80.146294,2
12.918598,80.109345,2
12.759277,80.003159,2
12.928593,80.182052,2
12.97633,80.157574,2
12.918674,80.109318,2
12.984102,80.171236,2
13.0536,80.252693,2
13.009961,80.226722,2
12.894076,80.086845,2
12.823105,80.038831,2
13.053631,80.266438,2
12.638667,79.935442,2
12.638621,79.93539,2
12.823098,80.038829,2
12.823091,80.039008,2
13.018797,80.261258,2
12.811129,80.03069,2
12.733137,79.983344,2
12.928336,80.079586,2
13.02646,80.232855,2
12.962483,80.146292,2
12.731483,79.982805,2
12.976217,80.157393,2
13.007156,80.2048,2
13.026565,80.233084,2
12.644744,79.939305,2
13.02656,80.232808,2
13.007138,80.203494,2
12.962387,80.215538,2
12.730396,79.982706,2
13.026554,80.233068,2
12.823511,80.0394,2
12.928019,80.11907,2
12.758243,80.002829,2
12.976434,80.157555,2
12.731467,79.982808,2
12.855809,80.0689,2
13.053544,80.252675,2
13.019018,80.224495,2
13.007064,80.238784,2
12.928181,80.119401,2
12.856048,80.069372,2
13.053512,80.268103,2
12.962035,80.146373,2
12.856108,80.069372,2
13.026523,80.232828,2
12.906394,80.096404,2
12.731602,79.982831,2
13.0265,80.233022,2
13.053535,80.267815,2
13.018945,80.262752,2
12.642231,79.937607,2
13.01077,80.216829,2
12.651492,79.941899,2
12.89579,80.088356,2
12.733876,79.984613,2
12.89563,80.088222,2
12.964188,80.14741,2
12.85164,80.066077,2
12.895569,80.088203,2
12.975931,80.221132,2
12.851687,80.13964,2
12.905916,80.095746,2
13.007623,80.20455,2
12.85185,80.06599,2
13.053131,80.271488,2
13.020173,80.224865,2
13.020151,80.224922,2
12.964084,80.14735,2
12.904298,80.094945,2
13.026176,80.232064,2
12.725527,79.9822,2
12.656128,79.951813,2
12.903953,80.094638,2
13.010725,80.216797,2
12.919051,80.109766,2
13.007615,80.204253,2
13.053162,80.271694,2
12.656022,79.953417,2
12.964014,80.216318,2
12.824405,80.039734,2
12.824356,80.039901,2
12.978853,80.225995,2
12.726303,79.982308,2
12.656002,79.951354,2
12.895421,80.088077,2
13.027468,80.234422,2
12.903877,80.094587,2
13.053183,80.271804,2
12.656479,79.942001,2
13.009745,80.213743,2
13.010045,80.226267,2
13.02764,80.234774,2
12.824904,80.040068,2
12.916319,80.10566,2
12.964655,80.147797,2
13.007657,80.20412,2
13.011884,80.222067,2
12.850972,80.065352,2
12.925446,80.116534,2
13.009748,80.213676,2
13.007645,80.204986,2
12.7548,80.001281,2
12.905844,80.09572,2
12.964524,80.147576,2
12.925584,80.104311,2
12.656448,79.941964,2
13.027578,80.234602,2
12.724718,79.982326,2
12.905899,80.095714,2
13.007643,80.204407,2
12.925546,80.104398,2
12.925549,80.182688,2
13.020252,80.262991,2
12.724762,79.982264,2
12.990996,80.180725,2
12.986173,80.174378,2
12.82483,80.040286,2
12.65632,79.951177,2
13.009752,80.213882,2
12.963882,80.214519,2
12.985944,80.174062,2
12.729091,79.982654,2
13.007508,80.236841,2
12.653592,79.940063,2
12.727838,79.982604,2
12.824093,80.039741,2
12.653449,79.942311,2
12.653425,79.940111,2
12.906161,80.095956,2
13.007538,80.203403,2
12.653318,79.940115,2
12.926486,80.117664,2
12.916071,80.105235,2
13.010751,80.227684,2
12.653071,79.940129,2
12.926698,80.117885,2
12.853146,80.066881,2
12.853177,80.066956,2
12.653673,79.94231,2
12.926748,80.117866,2
13.026199,80.231805,2
13.019862,80.224556,2
13.05331,80.270001,2
13.019849,80.224605,2
12.991608,80.181512,2
12.733714,79.98391,2
13.019802,80.224494,2
12.651761,79.940255,2
12.651696,79.94197,2
12.918551,80.109159,2
12.894978,80.087588,2
12.926884,80.118105,2
12.985647,80.173439,2
13.019926,80.22469,2
12.727573,79.982541,2
13.007605,80.205255,2
12.824255,80.03984,2
12.655971,79.95377,2
12.755462,80.001663,2
13.020082,80.2248,2
12.655913,79.953012,2
12.926109,80.117224,2
12.755493,80.001434,2
12.726377,79.982328,2
13.027221,80.233948,2
12.895275,80.087818,2
12.726498,79.982533,2
12.852273,80.066284,2
12.963832,80.147352,2
12.978949,80.161449,2
13.009826,80.214027,2
12.906076,80.095882,2
12.653768,79.94006,2
12.91854,80.109112,2
12.655037,79.942011,2
12.82411,80.039775,2
12.9637,80.147057,2
13.027105,80.233803,2
12.654437,79.94209,2
13.010738,80.227663,2
12.65435,79.939977,2
13.053236,80.271289,2
12.727364,79.982646,2
13.007563,80.203667,2
12.918958,80.174392,2
12.918957,80.08345,2
13.05325,80.271495,2
13.048207,80.249489,2
12.920877,80.183887,2
13.02952,80.237102,2
12.830258,80.045436,2
12.917551,80.10793,2
12.922411,80.113605,2
12.902536,80.09325,2
13.008467,80.231813,2
13.023699,80.227754,2
12.987891,80.176883,2
12.971547,80.151091,2
12.923345,80.119954,2
13.032138,80.241901,2
12.83676,80.052281,2
12.92239,80.14153,2
12.694578,79.978413,2
12.900865,80.092005,2
12.917552,80.194588,2
13.038943,80.246828,2
13.03207,80.241725,2
12.900735,80.09207,2
12.971441,80.151109,2
12.92242,80.140074,2
12.920258,80.16944,2
12.922423,80.113598,2
12.922436,80.13907,2
12.920251,80.111352,2
12.922438,80.140246,2
13.039154,80.246972,2
13.00846,80.258887,2
12.693698,79.979244,2
12.917503,80.107814,2
12.971387,80.150975,2
13.023598,80.227603,2
12.837058,80.052329,2
12.922368,80.139982,2
12.986804,80.175382,2
12.819491,80.036511,2
12.973926,80.15408,2
12.901131,80.092191,2
12.738361,79.98846,2
13.037061,80.246337,2
12.835612,80.051089,2
12.987726,80.25568,2
12.922139,80.113357,2
12.742587,79.992112,2
12.696615,79.966591,2
12.986855,80.175451,2
12.920379,80.111605,2
12.835854,80.051101,2
12.696376,79.977278,2
12.705557,79.974653,2
12.918076,80.081093,2
12.922209,80.113593,2
12.986809,80.175138,2
13.008559,80.210388,2
12.901075,80.092166,2
13.023966,80.228022,2
12.971725,80.219381,2
12.905019,80.095457,2
12.973942,80.154062,2
12.830388,80.045325,2
12.695596,79.977815,2
13.032252,80.242223,2
12.971707,80.151218,2
13.038126,80.246632,2
12.971702,80.151117,2
12.918085,80.081078,2
12.738233,79.988358,2
12.693327,79.979445,2
13.031933,80.241352,2
12.693327,79.965008,2
12.970784,80.150766,2
12.970915,80.150797,2
12.707462,79.976303,2
13.039862,80.267819,2
12.691275,79.980731,2
12.900372,80.091659,2
12.743962,79.992897,2
13.031644,80.240799,2
12.707859,79.976588,2
12.970787,80.15074,2
12.985264,80.172927,2
12.690924,79.980687,2
12.918233,80.108716,2
12.922535,80.137584,2
12.829822,80.044699,2
12.838133,80.053741,2
12.837829,80.053159,2
12.900287,80.091495,2
12.974242,80.154609,2
12.708217,79.976931,2
12.821506,80.037666,2
12.974287,80.154496,2
13.040289,80.247078,2
12.917338,80.107677,2
13.040455,80.247246,2
13.031438,80.111128,2
12.690456,79.980534,2
